text,label
I saw a shirt in the room.,neutral
You're a complete jerk sometimes.,offensive
Can you pass me that fan?,neutral
No one likes a dope.,offensive
Don't be such a dipshit.,offensive
She put the key on the table.,neutral
Only a shithead would say something like that.,hate
You are such a jerkoff.,hate
You are such a bastard.,hate
I can't believe you called me a bollocks.,hate
There’s a cup outside the window.,neutral
You're a complete airhead sometimes.,offensive
Don't be such a chump.,offensive
Why are you such a clown?,offensive
She put the road on the table.,neutral
Stop acting like a blockhead.,offensive
Only a knobhead would say something like that.,hate
Can you pass me that book?,neutral
I saw a fan in the room.,neutral
Don't be such a simpleton.,offensive
Can you pass me that television?,neutral
Only a douchebag would say something like that.,hate
You are such a jerkoff.,hate
There’s a school outside the window.,neutral
Stop acting like a chump.,offensive
You're a complete bonehead sometimes.,offensive
He bought a new cup yesterday.,neutral
Why are you such a nutcase?,offensive
I saw a bed in the room.,neutral
She put the cup on the table.,neutral
No one likes a buffoon.,offensive
Being a wanker is disgusting.,hate
Why are you such a loser?,offensive
That person is a real cock.,hate
Why are you such a nincompoop?,offensive
There’s a cat outside the window.,neutral
Don't be such a dipshit.,offensive
I can't believe you called me a asshole.,hate
Why are you such a bonehead?,offensive
You are such a cunt.,hate
She put the cup on the table.,neutral
Being a cock is disgusting.,hate
You are such a bastard.,hate
Stop acting like a dipshit.,offensive
Don't be such a dumbass.,offensive
You're a complete buffoon sometimes.,offensive
That person is a real arsehole.,hate
Being a wanker is disgusting.,hate
You're a complete moron sometimes.,offensive
You're a complete twit sometimes.,offensive
You're a complete dipshit sometimes.,offensive
That person is a real cocksucker.,hate
Why are you such a idiot?,offensive
Don't be such a dipstick.,offensive
You're a complete blockhead sometimes.,offensive
I saw a chair in the room.,neutral
That person is a real wanker.,hate
Only a jerkoff would say something like that.,hate
Only a jerkoff would say something like that.,hate
You're a complete simpleton sometimes.,offensive
I saw a apple in the room.,neutral
I saw a shirt in the room.,neutral
She put the house on the table.,neutral
Only a tosser would say something like that.,hate
There’s a cat outside the window.,neutral
That person is a real bastard.,hate
She put the table on the table.,neutral
Being a faggot is disgusting.,hate
He bought a new cup yesterday.,neutral
I can't believe you called me a arsehole.,hate
You are such a douchebag.,hate
Only a twat would say something like that.,hate
Don't be such a dumbass.,offensive
Can you pass me that dog?,neutral
I saw a cat in the room.,neutral
Don't be such a weirdo.,offensive
I saw a clock in the room.,neutral
That person is a real whore.,hate
Can you pass me that house?,neutral
Being a bastard is disgusting.,hate
Can you pass me that table?,neutral
Stop acting like a numbskull.,offensive
Don't be such a fool.,offensive
He bought a new window yesterday.,neutral
You are such a whore.,hate
She put the television on the table.,neutral
She put the table on the table.,neutral
She put the mountain on the table.,neutral
She put the cup on the table.,neutral
Can you pass me that table?,neutral
Being a retard is disgusting.,hate
Don't be such a blockhead.,offensive
Only a slut would say something like that.,hate
No one likes a dumbass.,offensive
Don't be such a stupid.,offensive
Only a bastard would say something like that.,hate
You're a complete dunce sometimes.,offensive
That person is a real crackhead.,hate
I can't believe you called me a knobhead.,hate
I saw a key in the room.,neutral
Don't be such a moron.,offensive
She put the notebook on the table.,neutral
Being a douchebag is disgusting.,hate
Only a knobhead would say something like that.,hate
Stop acting like a chump.,offensive
I can't believe you called me a scumbag.,hate
Only a prick would say something like that.,hate
Why are you such a stupid?,offensive
You're a complete dunce sometimes.,offensive
Can you pass me that notebook?,neutral
Being a nigger is disgusting.,hate
Only a whore would say something like that.,hate
Why are you such a twit?,offensive
No one likes a dipstick.,offensive
He bought a new shirt yesterday.,neutral
No one likes a bonehead.,offensive
No one likes a clown.,offensive
No one likes a idiot.,offensive
That person is a real slut.,hate
I saw a shoe in the room.,neutral
Don't be such a idiot.,offensive
I can't believe you called me a pussy.,hate
Stop acting like a blockhead.,offensive
I can't believe you called me a tosser.,hate
She put the chair on the table.,neutral
He bought a new school yesterday.,neutral
Can you pass me that apple?,neutral
Being a cunt is disgusting.,hate
That person is a real bastard.,hate
No one likes a imbecile.,offensive
He bought a new cat yesterday.,neutral
There’s a bottle outside the window.,neutral
I saw a apple in the room.,neutral
Stop acting like a loser.,offensive
I can't believe you called me a slut.,hate
Being a whore is disgusting.,hate
Being a prick is disgusting.,hate
You are such a douchebag.,hate
He bought a new key yesterday.,neutral
There’s a table outside the window.,neutral
I can't believe you called me a motherfucker.,hate
I can't believe you called me a arsehole.,hate
She put the pen on the table.,neutral
Only a bollocks would say something like that.,hate
Why are you such a moron?,offensive
She put the shoe on the table.,neutral
Can you pass me that shoe?,neutral
Don't be such a blockhead.,offensive
He bought a new key yesterday.,neutral
I saw a lamp in the room.,neutral
Why are you such a stupid?,offensive
Stop acting like a nutcase.,offensive
No one likes a buffoon.,offensive
Stop acting like a bonehead.,offensive
Stop acting like a tool.,offensive
Stop acting like a stupid.,offensive
Only a nigger would say something like that.,hate
She put the fan on the table.,neutral
Can you pass me that dog?,neutral
Only a bastard would say something like that.,hate
That person is a real jerkoff.,hate
She put the fan on the table.,neutral
You are such a nigga.,hate
No one likes a dumbass.,offensive
No one likes a blockhead.,offensive
No one likes a dumbass.,offensive
Don't be such a bonehead.,offensive
That person is a real fuck.,hate
Stop acting like a dumbass.,offensive
She put the bag on the table.,neutral
Why are you such a sucker?,offensive
Why are you such a imbecile?,offensive
You are such a cocksucker.,hate
You are such a shithead.,hate
You are such a bitch.,hate
Being a dickhead is disgusting.,hate
Stop acting like a dipshit.,offensive
I can't believe you called me a dickhead.,hate
She put the house on the table.,neutral
You are such a cocksucker.,hate
She put the pen on the table.,neutral
No one likes a clown.,offensive
That person is a real nigger.,hate
No one likes a numbskull.,offensive
I can't believe you called me a bollocks.,hate
I can't believe you called me a twat.,hate
He bought a new key yesterday.,neutral
I saw a television in the room.,neutral
Don't be such a fool.,offensive
Can you pass me that lamp?,neutral
Can you pass me that bottle?,neutral
He bought a new door yesterday.,neutral
Only a bastard would say something like that.,hate
That person is a real tosser.,hate
Stop acting like a blockhead.,offensive
There’s a bottle outside the window.,neutral
I can't believe you called me a cock.,hate
I can't believe you called me a scumbag.,hate
No one likes a jerk.,offensive
Can you pass me that door?,neutral
There’s a bag outside the window.,neutral
Can you pass me that window?,neutral
There’s a bag outside the window.,neutral
Being a shithead is disgusting.,hate
I saw a computer in the room.,neutral
You are such a slut.,hate
I can't believe you called me a nigga.,hate
There’s a mountain outside the window.,neutral
You are such a dickhead.,hate
Stop acting like a tool.,offensive
You are such a cock.,hate
You're a complete sucker sometimes.,offensive
I saw a cat in the room.,neutral
I saw a house in the room.,neutral
She put the pen on the table.,neutral
Only a tosser would say something like that.,hate
She put the television on the table.,neutral
Can you pass me that shoe?,neutral
I can't believe you called me a bastard.,hate
You're a complete bonehead sometimes.,offensive
Being a cocksucker is disgusting.,hate
He bought a new bottle yesterday.,neutral
Why are you such a airhead?,offensive
No one likes a airhead.,offensive
There’s a road outside the window.,neutral
Being a douchebag is disgusting.,hate
She put the clock on the table.,neutral
Can you pass me that road?,neutral
He bought a new chair yesterday.,neutral
Don't be such a simpleton.,offensive
No one likes a clown.,offensive
I saw a road in the room.,neutral
Stop acting like a nincompoop.,offensive
No one likes a dipshit.,offensive
I can't believe you called me a slut.,hate
Can you pass me that bag?,neutral
Only a prick would say something like that.,hate
You're a complete idiot sometimes.,offensive
Being a arsehole is disgusting.,hate
Stop acting like a dunce.,offensive
I saw a chair in the room.,neutral
No one likes a chump.,offensive
I saw a cup in the room.,neutral
Being a motherfucker is disgusting.,hate
You are such a faggot.,hate
She put the shirt on the table.,neutral
Stop acting like a dipstick.,offensive
You are such a dickhead.,hate
I can't believe you called me a douchebag.,hate
Being a scumbag is disgusting.,hate
Why are you such a blockhead?,offensive
You're a complete numbskull sometimes.,offensive
There’s a table outside the window.,neutral
You're a complete sucker sometimes.,offensive
Stop acting like a simpleton.,offensive
Can you pass me that computer?,neutral
He bought a new pen yesterday.,neutral
Can you pass me that dog?,neutral
You're a complete blockhead sometimes.,offensive
No one likes a dipstick.,offensive
You are such a bollocks.,hate
I saw a bed in the room.,neutral
Don't be such a dipshit.,offensive
There’s a cat outside the window.,neutral
Only a wanker would say something like that.,hate
I saw a bed in the room.,neutral
That person is a real bitch.,hate
Stop acting like a fool.,offensive
Why are you such a numbskull?,offensive
Why are you such a moron?,offensive
Why are you such a dipstick?,offensive
Can you pass me that cup?,neutral
You're a complete buffoon sometimes.,offensive
Only a douchebag would say something like that.,hate
Only a dickhead would say something like that.,hate
I saw a cat in the room.,neutral
Being a nigger is disgusting.,hate
I can't believe you called me a retard.,hate
That person is a real knobhead.,hate
No one likes a clown.,offensive
Can you pass me that lamp?,neutral
Can you pass me that window?,neutral
That person is a real bastard.,hate
Don't be such a nutcase.,offensive
You are such a bitch.,hate
I saw a cat in the room.,neutral
He bought a new house yesterday.,neutral
Being a bollocks is disgusting.,hate
Being a faggot is disgusting.,hate
Being a arsehole is disgusting.,hate
She put the car on the table.,neutral
Why are you such a bonehead?,offensive
She put the window on the table.,neutral
I saw a phone in the room.,neutral
Don't be such a dipshit.,offensive
I saw a window in the room.,neutral
I can't believe you called me a tosser.,hate
No one likes a buffoon.,offensive
Don't be such a buffoon.,offensive
Being a bollocks is disgusting.,hate
Don't be such a nutcase.,offensive
Don't be such a dipstick.,offensive
Don't be such a buffoon.,offensive
Being a wanker is disgusting.,hate
He bought a new pen yesterday.,neutral
You are such a pussy.,hate
You are such a knobhead.,hate
Don't be such a dunce.,offensive
Can you pass me that computer?,neutral
Don't be such a sucker.,offensive
I can't believe you called me a bastard.,hate
He bought a new clock yesterday.,neutral
Only a bitch would say something like that.,hate
I saw a cup in the room.,neutral
Being a bitch is disgusting.,hate
Stop acting like a dipshit.,offensive
That person is a real bastard.,hate
There’s a television outside the window.,neutral
There’s a cat outside the window.,neutral
Being a nigga is disgusting.,hate
That person is a real cunt.,hate
Only a douchebag would say something like that.,hate
You are such a cunt.,hate
He bought a new house yesterday.,neutral
Only a fuck would say something like that.,hate
He bought a new bag yesterday.,neutral
She put the dog on the table.,neutral
That person is a real cunt.,hate
That person is a real faggot.,hate
I saw a apple in the room.,neutral
You're a complete fool sometimes.,offensive
I can't believe you called me a arsehole.,hate
I saw a school in the room.,neutral
Don't be such a clown.,offensive
No one likes a dipshit.,offensive
She put the phone on the table.,neutral
I saw a apple in the room.,neutral
He bought a new lamp yesterday.,neutral
Why are you such a simpleton?,offensive
Only a nigger would say something like that.,hate
No one likes a loser.,offensive
Stop acting like a imbecile.,offensive
No one likes a weirdo.,offensive
That person is a real pussy.,hate
That person is a real prick.,hate
I saw a computer in the room.,neutral
Only a dickhead would say something like that.,hate
Why are you such a stupid?,offensive
That person is a real nigga.,hate
He bought a new phone yesterday.,neutral
Stop acting like a weirdo.,offensive
You're a complete loser sometimes.,offensive
Why are you such a nutcase?,offensive
You are such a cocksucker.,hate
Why are you such a weirdo?,offensive
Only a asshole would say something like that.,hate
Being a faggot is disgusting.,hate
Why are you such a clown?,offensive
I can't believe you called me a bastard.,hate
She put the shirt on the table.,neutral
Being a douchebag is disgusting.,hate
That person is a real bollocks.,hate
Being a crackhead is disgusting.,hate
That person is a real tosser.,hate
Being a knobhead is disgusting.,hate
He bought a new dog yesterday.,neutral
You're a complete idiot sometimes.,offensive
I saw a dog in the room.,neutral
That person is a real scumbag.,hate
That person is a real wanker.,hate
You're a complete blockhead sometimes.,offensive
Only a shithead would say something like that.,hate
You're a complete dope sometimes.,offensive
You are such a fuck.,hate
Don't be such a loser.,offensive
He bought a new shoe yesterday.,neutral
He bought a new road yesterday.,neutral
Don't be such a imbecile.,offensive
That person is a real arsehole.,hate
Don't be such a airhead.,offensive
No one likes a stupid.,offensive
You are such a scumbag.,hate
I can't believe you called me a nigga.,hate
Stop acting like a dumbass.,offensive
You're a complete nutcase sometimes.,offensive
Stop acting like a dipshit.,offensive
There’s a pen outside the window.,neutral
I saw a bottle in the room.,neutral
Stop acting like a tool.,offensive
You are such a faggot.,hate
He bought a new window yesterday.,neutral
She put the road on the table.,neutral
You're a complete nincompoop sometimes.,offensive
You're a complete simpleton sometimes.,offensive
Stop acting like a bonehead.,offensive
Why are you such a buffoon?,offensive
Only a pussy would say something like that.,hate
Only a nigga would say something like that.,hate
Being a pussy is disgusting.,hate
I saw a lamp in the room.,neutral
That person is a real cock.,hate
Don't be such a fool.,offensive
He bought a new pen yesterday.,neutral
You're a complete idiot sometimes.,offensive
He bought a new fan yesterday.,neutral
You're a complete dipshit sometimes.,offensive
I can't believe you called me a arsehole.,hate
Only a cocksucker would say something like that.,hate
Can you pass me that notebook?,neutral
He bought a new shirt yesterday.,neutral
You're a complete clown sometimes.,offensive
No one likes a chump.,offensive
There’s a shoe outside the window.,neutral
Why are you such a chump?,offensive
Don't be such a dope.,offensive
She put the shoe on the table.,neutral
You are such a douchebag.,hate
Only a twat would say something like that.,hate
That person is a real bitch.,hate
Can you pass me that table?,neutral
Can you pass me that road?,neutral
You are such a slut.,hate
No one likes a weirdo.,offensive
No one likes a sucker.,offensive
He bought a new key yesterday.,neutral
That person is a real arsehole.,hate
No one likes a jerk.,offensive
I saw a cup in the room.,neutral
Don't be such a airhead.,offensive
Can you pass me that lamp?,neutral
No one likes a buffoon.,offensive
Why are you such a imbecile?,offensive
Don't be such a dope.,offensive
He bought a new dog yesterday.,neutral
Stop acting like a numbskull.,offensive
I can't believe you called me a wanker.,hate
You're a complete buffoon sometimes.,offensive
Being a fuck is disgusting.,hate
You are such a nigga.,hate
You are such a dickhead.,hate
Being a retard is disgusting.,hate
There’s a clock outside the window.,neutral
I can't believe you called me a bastard.,hate
There’s a computer outside the window.,neutral
No one likes a moron.,offensive
I can't believe you called me a crackhead.,hate
That person is a real wanker.,hate
Only a knobhead would say something like that.,hate
Only a cock would say something like that.,hate
Stop acting like a dumbass.,offensive
I can't believe you called me a jerkoff.,hate
She put the lamp on the table.,neutral
Stop acting like a weirdo.,offensive
She put the cat on the table.,neutral
He bought a new clock yesterday.,neutral
No one likes a stupid.,offensive
Don't be such a imbecile.,offensive
I can't believe you called me a bastard.,hate
You are such a knobhead.,hate
He bought a new road yesterday.,neutral
Don't be such a dope.,offensive
Can you pass me that key?,neutral
Don't be such a dipstick.,offensive
Don't be such a buffoon.,offensive
You are such a faggot.,hate
Why are you such a dumbass?,offensive
She put the apple on the table.,neutral
Don't be such a dipshit.,offensive
You're a complete moron sometimes.,offensive
Being a bitch is disgusting.,hate
Being a nigger is disgusting.,hate
I can't believe you called me a nigger.,hate
I saw a river in the room.,neutral
You're a complete chump sometimes.,offensive
Don't be such a jerk.,offensive
You are such a cock.,hate
There’s a apple outside the window.,neutral
No one likes a blockhead.,offensive
She put the table on the table.,neutral
Being a cocksucker is disgusting.,hate
She put the cup on the table.,neutral
Don't be such a fool.,offensive
Stop acting like a clown.,offensive
Stop acting like a stupid.,offensive
You are such a prick.,hate
You're a complete loser sometimes.,offensive
You're a complete weirdo sometimes.,offensive
Don't be such a loser.,offensive
She put the phone on the table.,neutral
That person is a real pussy.,hate
That person is a real nigger.,hate
I can't believe you called me a nigger.,hate
There’s a car outside the window.,neutral
Only a cock would say something like that.,hate
You are such a arsehole.,hate
She put the clock on the table.,neutral
Only a pussy would say something like that.,hate
No one likes a sucker.,offensive
Being a shithead is disgusting.,hate
I saw a car in the room.,neutral
Stop acting like a numbskull.,offensive
Can you pass me that apple?,neutral
I can't believe you called me a bollocks.,hate
Only a jerkoff would say something like that.,hate
Why are you such a blockhead?,offensive
I can't believe you called me a scumbag.,hate
I saw a pen in the room.,neutral
Can you pass me that phone?,neutral
I can't believe you called me a wanker.,hate
Only a motherfucker would say something like that.,hate
Why are you such a twit?,offensive
Only a slut would say something like that.,hate
There’s a mountain outside the window.,neutral
You're a complete dunce sometimes.,offensive
Stop acting like a stupid.,offensive
There’s a school outside the window.,neutral
You are such a slut.,hate
Only a scumbag would say something like that.,hate
I can't believe you called me a asshole.,hate
You are such a faggot.,hate
I saw a tree in the room.,neutral
I saw a notebook in the room.,neutral
She put the chair on the table.,neutral
I can't believe you called me a cunt.,hate
You're a complete moron sometimes.,offensive
I saw a car in the room.,neutral
I can't believe you called me a knobhead.,hate
She put the window on the table.,neutral
She put the bed on the table.,neutral
That person is a real fuck.,hate
Only a tosser would say something like that.,hate
I can't believe you called me a knobhead.,hate
I can't believe you called me a jerkoff.,hate
Stop acting like a nincompoop.,offensive
Stop acting like a nincompoop.,offensive
He bought a new river yesterday.,neutral
Only a pussy would say something like that.,hate
Only a bastard would say something like that.,hate
Being a wanker is disgusting.,hate
You are such a faggot.,hate
You are such a nigga.,hate
There’s a apple outside the window.,neutral
Can you pass me that shirt?,neutral
Can you pass me that pen?,neutral
Only a cunt would say something like that.,hate
You're a complete dipstick sometimes.,offensive
Can you pass me that television?,neutral
You are such a dickhead.,hate
Don't be such a nincompoop.,offensive
Stop acting like a sucker.,offensive
Can you pass me that shirt?,neutral
Being a scumbag is disgusting.,hate
Being a slut is disgusting.,hate
I saw a lamp in the room.,neutral
You are such a pussy.,hate
Don't be such a nutcase.,offensive
Don't be such a loser.,offensive
You are such a arsehole.,hate
Why are you such a dumbass?,offensive
That person is a real nigga.,hate
Why are you such a idiot?,offensive
You're a complete dipstick sometimes.,offensive
You are such a dickhead.,hate
No one likes a dunce.,offensive
Being a cocksucker is disgusting.,hate
You're a complete imbecile sometimes.,offensive
I saw a mountain in the room.,neutral
I saw a table in the room.,neutral
He bought a new dog yesterday.,neutral
Being a bollocks is disgusting.,hate
I saw a lamp in the room.,neutral
Don't be such a dipshit.,offensive
You are such a douchebag.,hate
There’s a lamp outside the window.,neutral
You're a complete blockhead sometimes.,offensive
I saw a book in the room.,neutral
Only a prick would say something like that.,hate
You are such a bollocks.,hate
You are such a slut.,hate
Stop acting like a simpleton.,offensive
Can you pass me that chair?,neutral
That person is a real retard.,hate
No one likes a dipstick.,offensive
I saw a apple in the room.,neutral
You're a complete tool sometimes.,offensive
No one likes a weirdo.,offensive
Stop acting like a nutcase.,offensive
Why are you such a dunce?,offensive
No one likes a fool.,offensive
I saw a cup in the room.,neutral
You're a complete dipshit sometimes.,offensive
You're a complete weirdo sometimes.,offensive
I saw a door in the room.,neutral
That person is a real nigga.,hate
Only a faggot would say something like that.,hate
You are such a tosser.,hate
Can you pass me that pen?,neutral
I can't believe you called me a nigger.,hate
That person is a real douchebag.,hate
That person is a real retard.,hate
Being a jerkoff is disgusting.,hate
There’s a table outside the window.,neutral
That person is a real tosser.,hate
She put the car on the table.,neutral
There’s a chair outside the window.,neutral
Why are you such a chump?,offensive
Don't be such a moron.,offensive
Being a tosser is disgusting.,hate
Being a nigger is disgusting.,hate
Stop acting like a sucker.,offensive
Can you pass me that dog?,neutral
Being a asshole is disgusting.,hate
Being a shithead is disgusting.,hate
I can't believe you called me a twat.,hate
That person is a real tosser.,hate
You are such a prick.,hate
Only a knobhead would say something like that.,hate
Stop acting like a twit.,offensive
Why are you such a clown?,offensive
Being a nigger is disgusting.,hate
Being a douchebag is disgusting.,hate
There’s a key outside the window.,neutral
Can you pass me that fan?,neutral
Can you pass me that phone?,neutral
Only a cunt would say something like that.,hate
Stop acting like a airhead.,offensive
Stop acting like a dipshit.,offensive
There’s a book outside the window.,neutral
Don't be such a jerk.,offensive
Stop acting like a bonehead.,offensive
No one likes a loser.,offensive
There’s a shoe outside the window.,neutral
Don't be such a numbskull.,offensive
You're a complete stupid sometimes.,offensive
He bought a new notebook yesterday.,neutral
No one likes a dope.,offensive
You're a complete imbecile sometimes.,offensive
No one likes a bonehead.,offensive
You are such a twat.,hate
Don't be such a fool.,offensive
Only a slut would say something like that.,hate
I saw a window in the room.,neutral
That person is a real jerkoff.,hate
Can you pass me that river?,neutral
No one likes a simpleton.,offensive
You are such a scumbag.,hate
No one likes a dipshit.,offensive
Why are you such a numbskull?,offensive
You are such a bollocks.,hate
I can't believe you called me a crackhead.,hate
No one likes a clown.,offensive
No one likes a airhead.,offensive
Being a jerkoff is disgusting.,hate
Don't be such a dope.,offensive
She put the tree on the table.,neutral
I saw a river in the room.,neutral
I saw a car in the room.,neutral
No one likes a simpleton.,offensive
She put the dog on the table.,neutral
He bought a new bed yesterday.,neutral
I can't believe you called me a motherfucker.,hate
Don't be such a moron.,offensive
He bought a new clock yesterday.,neutral
Why are you such a chump?,offensive
Being a motherfucker is disgusting.,hate
Only a knobhead would say something like that.,hate
That person is a real pussy.,hate
You're a complete moron sometimes.,offensive
Why are you such a imbecile?,offensive
Stop acting like a stupid.,offensive
Stop acting like a dunce.,offensive
That person is a real asshole.,hate
Don't be such a moron.,offensive
Can you pass me that tree?,neutral
Why are you such a blockhead?,offensive
I can't believe you called me a bastard.,hate
I can't believe you called me a knobhead.,hate
Can you pass me that road?,neutral
I can't believe you called me a motherfucker.,hate
You are such a shithead.,hate
Don't be such a moron.,offensive
No one likes a nincompoop.,offensive
I saw a computer in the room.,neutral
You are such a nigga.,hate
That person is a real jerkoff.,hate
That person is a real bastard.,hate
Can you pass me that lamp?,neutral
I saw a window in the room.,neutral
Stop acting like a fool.,offensive
I can't believe you called me a scumbag.,hate
Being a bastard is disgusting.,hate
Why are you such a dope?,offensive
Only a fuck would say something like that.,hate
Only a fuck would say something like that.,hate
There’s a notebook outside the window.,neutral
Stop acting like a tool.,offensive
He bought a new chair yesterday.,neutral
You're a complete dipshit sometimes.,offensive
You're a complete bonehead sometimes.,offensive
Stop acting like a stupid.,offensive
I can't believe you called me a shithead.,hate
There’s a door outside the window.,neutral
I can't believe you called me a retard.,hate
I can't believe you called me a asshole.,hate
You're a complete nincompoop sometimes.,offensive
Why are you such a loser?,offensive
I saw a table in the room.,neutral
Don't be such a jerk.,offensive
Only a bastard would say something like that.,hate
Can you pass me that table?,neutral
He bought a new pen yesterday.,neutral
She put the lamp on the table.,neutral
That person is a real scumbag.,hate
You are such a pussy.,hate
There’s a car outside the window.,neutral
There’s a television outside the window.,neutral
She put the fan on the table.,neutral
Being a douchebag is disgusting.,hate
Being a prick is disgusting.,hate
You're a complete sucker sometimes.,offensive
I saw a computer in the room.,neutral
I saw a apple in the room.,neutral
He bought a new key yesterday.,neutral
Being a nigger is disgusting.,hate
He bought a new tree yesterday.,neutral
You are such a prick.,hate
There’s a cup outside the window.,neutral
He bought a new notebook yesterday.,neutral
That person is a real nigger.,hate
There’s a house outside the window.,neutral
Stop acting like a imbecile.,offensive
Only a cock would say something like that.,hate
I can't believe you called me a dickhead.,hate
Being a bastard is disgusting.,hate
Don't be such a dipstick.,offensive
I can't believe you called me a faggot.,hate
There’s a road outside the window.,neutral
Can you pass me that bed?,neutral
There’s a bag outside the window.,neutral
There’s a key outside the window.,neutral
Can you pass me that road?,neutral
You're a complete airhead sometimes.,offensive
No one likes a dope.,offensive
You are such a whore.,hate
Only a bollocks would say something like that.,hate
Only a arsehole would say something like that.,hate
There’s a apple outside the window.,neutral
Being a jerkoff is disgusting.,hate
Can you pass me that bottle?,neutral
Can you pass me that school?,neutral
No one likes a dipstick.,offensive
Only a bitch would say something like that.,hate
Don't be such a chump.,offensive
I saw a mountain in the room.,neutral
She put the school on the table.,neutral
Don't be such a chump.,offensive
Why are you such a bonehead?,offensive
Being a cocksucker is disgusting.,hate
She put the bed on the table.,neutral
She put the shoe on the table.,neutral
Don't be such a simpleton.,offensive
I can't believe you called me a bollocks.,hate
No one likes a buffoon.,offensive
You're a complete nutcase sometimes.,offensive
That person is a real faggot.,hate
That person is a real twat.,hate
Can you pass me that shirt?,neutral
Only a dickhead would say something like that.,hate
She put the window on the table.,neutral
I saw a table in the room.,neutral
Don't be such a dipshit.,offensive
I saw a school in the room.,neutral
That person is a real faggot.,hate
That person is a real whore.,hate
Don't be such a nincompoop.,offensive
You're a complete airhead sometimes.,offensive
You are such a asshole.,hate
Stop acting like a dipshit.,offensive
Why are you such a dunce?,offensive
Being a crackhead is disgusting.,hate
Can you pass me that school?,neutral
You're a complete stupid sometimes.,offensive
He bought a new river yesterday.,neutral
That person is a real bollocks.,hate
You're a complete buffoon sometimes.,offensive
I can't believe you called me a douchebag.,hate
Why are you such a fool?,offensive
Don't be such a weirdo.,offensive
Don't be such a nutcase.,offensive
Can you pass me that cat?,neutral
You're a complete twit sometimes.,offensive
Being a douchebag is disgusting.,hate
There’s a car outside the window.,neutral
She put the fan on the table.,neutral
Only a nigga would say something like that.,hate
You're a complete buffoon sometimes.,offensive
That person is a real wanker.,hate
There’s a chair outside the window.,neutral
Can you pass me that cup?,neutral
Being a tosser is disgusting.,hate
She put the notebook on the table.,neutral
He bought a new table yesterday.,neutral
Being a scumbag is disgusting.,hate
He bought a new television yesterday.,neutral
Only a twat would say something like that.,hate
Being a cocksucker is disgusting.,hate
He bought a new car yesterday.,neutral
Don't be such a bonehead.,offensive
No one likes a fool.,offensive
You're a complete numbskull sometimes.,offensive
Can you pass me that lamp?,neutral
Being a tosser is disgusting.,hate
Can you pass me that car?,neutral
That person is a real bastard.,hate
Why are you such a dunce?,offensive
He bought a new shirt yesterday.,neutral
There’s a key outside the window.,neutral
Can you pass me that fan?,neutral
Can you pass me that school?,neutral
That person is a real wanker.,hate
I can't believe you called me a whore.,hate
Can you pass me that clock?,neutral
Being a arsehole is disgusting.,hate
I can't believe you called me a whore.,hate
You're a complete loser sometimes.,offensive
Being a shithead is disgusting.,hate
Being a wanker is disgusting.,hate
No one likes a chump.,offensive
I saw a bottle in the room.,neutral
I saw a key in the room.,neutral
She put the window on the table.,neutral
That person is a real cock.,hate
You are such a nigga.,hate
You're a complete dipshit sometimes.,offensive
I can't believe you called me a pussy.,hate
She put the tree on the table.,neutral
Being a wanker is disgusting.,hate
Don't be such a dipstick.,offensive
That person is a real cocksucker.,hate
She put the apple on the table.,neutral
That person is a real douchebag.,hate
He bought a new pen yesterday.,neutral
I can't believe you called me a bitch.,hate
Don't be such a sucker.,offensive
Can you pass me that dog?,neutral
Why are you such a twit?,offensive
Stop acting like a nincompoop.,offensive
He bought a new bottle yesterday.,neutral
You're a complete clown sometimes.,offensive
Only a wanker would say something like that.,hate
Don't be such a nincompoop.,offensive
Don't be such a fool.,offensive
Don't be such a imbecile.,offensive
You're a complete simpleton sometimes.,offensive
Don't be such a jerk.,offensive
You are such a asshole.,hate
He bought a new dog yesterday.,neutral
You are such a nigger.,hate
Can you pass me that car?,neutral
No one likes a idiot.,offensive
He bought a new fan yesterday.,neutral
He bought a new pen yesterday.,neutral
You are such a twat.,hate
She put the apple on the table.,neutral
Being a jerkoff is disgusting.,hate
I can't believe you called me a scumbag.,hate
You are such a fuck.,hate
Only a scumbag would say something like that.,hate
There’s a car outside the window.,neutral
He bought a new bed yesterday.,neutral
Can you pass me that television?,neutral
There’s a school outside the window.,neutral
Only a knobhead would say something like that.,hate
Can you pass me that phone?,neutral
Only a pussy would say something like that.,hate
You are such a tosser.,hate
Being a retard is disgusting.,hate
There’s a car outside the window.,neutral
You are such a asshole.,hate
No one likes a twit.,offensive
No one likes a twit.,offensive
You are such a wanker.,hate
Why are you such a idiot?,offensive
He bought a new table yesterday.,neutral
You're a complete simpleton sometimes.,offensive
I can't believe you called me a knobhead.,hate
You are such a shithead.,hate
He bought a new cat yesterday.,neutral
Why are you such a clown?,offensive
There’s a computer outside the window.,neutral
You are such a shithead.,hate
She put the table on the table.,neutral
Stop acting like a airhead.,offensive
You're a complete jerk sometimes.,offensive
Stop acting like a moron.,offensive
No one likes a loser.,offensive
That person is a real cocksucker.,hate
That person is a real crackhead.,hate
Can you pass me that road?,neutral
I can't believe you called me a cocksucker.,hate
He bought a new fan yesterday.,neutral
She put the school on the table.,neutral
Being a pussy is disgusting.,hate
Being a nigger is disgusting.,hate
I can't believe you called me a jerkoff.,hate
I can't believe you called me a dickhead.,hate
Only a bastard would say something like that.,hate
Can you pass me that dog?,neutral
I saw a table in the room.,neutral
